objName,raMean,decMean,rMeanApMag,rMeanPSFMag,qualityFlag
string,ra,dec,float,float,integer
PSO J054514.412+210648.806,05 45 14.413,+21 06 48.78,18.189,18.185,60
PSO J054440.462+205953.655,05 44 40.462,+20 59 53.59,21.140,22.357,36
PSO J054510.007+205306.386,05 45 10.010,+20 53 06.31,19.940,19.888,60
PSO J054528.212+205434.406,05 45 28.213,+20 54 34.32,21.163,21.531,52
PSO J054447.643+205529.781,05 44 47.640,+20 55 29.68,21.048,22.282,37
PSO J054518.787+210635.179,05 45 18.787,+21 06 35.15,20.029,20.151,52
PSO J054539.282+210056.296,05 45 39.282,+21 00 56.30,19.416,19.626,32
PSO J054529.861+205453.538,05 45 29.862,+20 54 53.53,20.500,20.668,60
PSO J054526.437+205415.887,05 45 26.437,+20 54 15.77,21.031,21.582,36
PSO J054538.486+210151.521,05 45 38.486,+21 01 51.47,17.781,17.796,60
PSO J054502.340+210640.098,05 45 02.343,+21 06 40.12,21.947,21.783,36
PSO J054534.339+210355.587,05 45 34.338,+21 03 55.59,20.095,20.053,52
PSO J054521.789+210620.030,05 45 21.789,+21 06 20.00,18.256,18.235,60
PSO J054527.348+205424.363,05 45 27.353,+20 54 24.25,21.223,22.144,37
PSO J054453.318+205417.628,05 44 53.321,+20 54 17.57,20.537,20.446,52
PSO J054508.498+210654.098,05 45 08.496,+21 06 54.13,23.305,22.137,52
PSO J054539.550+210026.352,05 45 39.553,+21 00 26.29,21.291,21.047,52
PSO J054510.329+210654.738,05 45 10.331,+21 06 54.76,22.345,21.871,52
PSO J054442.633+205721.069,05 44 42.637,+20 57 20.96,19.399,19.315,60
PSO J054443.948+210317.919,05 44 43.950,+21 03 17.90,19.628,19.616,52
PSO J054506.539+205307.846,05 45 06.542,+20 53 07.82,20.951,21.015,52
PSO J054503.733+205314.510,05 45 03.731,+20 53 14.37,21.528,21.593,36
PSO J054449.299+205503.035,05 44 49.298,+20 55 02.94,21.549,21.854,52
PSO J054459.571+205331.359,05 44 59.574,+20 53 31.31,21.452,21.285,52
PSO J054440.993+205833.849,05 44 40.994,+20 58 33.82,20.360,20.360,52
PSO J054527.708+205427.125,05 45 27.713,+20 54 27.02,21.480,22.186,37
PSO J054442.259+205733.202,05 44 42.262,+20 57 33.10,20.544,20.422,52
PSO J054516.905+210644.021,05 45 16.907,+21 06 43.96,19.600,19.526,60
PSO J054519.266+205325.532,05 45 19.270,+20 53 25.44,18.166,17.940,52
PSO J054537.286+210243.300,05 45 37.285,+21 02 43.25,20.909,20.832,52
PSO J054443.860+205643.791,05 44 43.855,+20 56 43.77,20.224,20.407,52
PSO J054448.271+205517.266,05 44 48.270,+20 55 17.18,21.163,22.171,37
PSO J054443.794+205645.231,05 44 43.795,+20 56 45.23,20.800,20.688,32
PSO J054526.528+205414.991,05 45 26.529,+20 54 14.90,24.258,21.515,52
PSO J054443.738+210313.775,05 44 43.738,+21 03 13.76,21.228,21.007,52
PSO J054457.614+205342.378,05 44 57.617,+20 53 42.29,19.296,19.249,52
PSO J054525.643+205406.764,05 45 25.644,+20 54 06.71,15.441,15.455,60
PSO J054448.823+205508.731,05 44 48.822,+20 55 08.64,21.388,22.242,53
PSO J054443.741+205646.027,05 44 43.743,+20 56 45.95,17.520,17.532,60
PSO J054440.309+205952.816,05 44 40.309,+20 59 52.74,21.017,22.240,36
PSO J054444.233+205633.355,05 44 44.237,+20 56 33.29,20.979,20.800,52
PSO J054451.840+205431.030,05 44 51.843,+20 54 30.97,19.140,19.123,60
PSO J054539.217+210114.827,05 45 39.217,+21 01 14.79,22.078,21.914,36
PSO J054441.901+210215.045,05 44 41.903,+21 02 14.99,19.776,21.000,36
PSO J054537.166+210248.375,05 45 37.172,+21 02 48.20,21.722,21.431,52
PSO J054532.239+205524.272,05 45 32.239,+20 55 24.25,20.096,20.154,52
PSO J054451.469+210525.469,05 44 51.471,+21 05 25.44,16.996,17.020,60
PSO J054441.747+205750.740,05 44 41.748,+20 57 50.67,19.794,19.608,52
PSO J054448.312+205515.512,05 44 48.311,+20 55 15.41,21.346,22.339,36
PSO J054538.186+205747.929,05 45 38.187,+20 57 47.89,21.207,21.062,52
PSO J054535.850+210325.703,05 45 35.852,+21 03 25.69,22.417,22.034,52
PSO J054446.631+210417.849,05 44 46.630,+21 04 17.84,21.628,21.965,52
PSO J054528.262+205431.152,05 45 28.265,+20 54 31.09,21.369,21.409,52
PSO J054516.564+205313.549,05 45 16.566,+20 53 13.55,19.475,19.554,52
PSO J054447.394+210431.230,05 44 47.396,+21 04 31.22,22.402,21.965,52
PSO J054446.343+205547.087,05 44 46.345,+20 55 47.02,18.995,18.985,60
PSO J054454.752+205401.993,05 44 54.752,+20 54 01.99,21.752,22.086,32
PSO J054513.223+210654.443,05 45 13.225,+21 06 54.47,21.106,21.820,36
PSO J054539.770+205954.150,05 45 39.770,+20 59 54.10,17.831,17.828,60
PSO J054509.789+210656.978,05 45 09.789,+21 06 56.95,17.608,17.608,60
PSO J054442.952+210254.720,05 44 42.956,+21 02 54.68,22.591,22.290,52
PSO J054445.855+210404.540,05 44 45.858,+21 04 04.51,21.203,21.802,52
PSO J054530.329+205455.150,05 45 30.330,+20 54 55.13,19.496,19.498,52
PSO J054522.748+205343.014,05 45 22.746,+20 53 42.86,21.142,20.771,52
PSO J054453.039+205417.075,05 44 53.038,+20 54 16.97,22.227,21.870,52
PSO J054539.724+210029.390,05 45 39.726,+21 00 29.36,21.582,21.318,52
PSO J054448.442+210448.254,05 44 48.445,+21 04 48.24,20.880,21.284,36
PSO J054512.680+205304.350,05 45 12.682,+20 53 04.35,20.860,20.950,52
PSO J054523.689+205349.252,05 45 23.691,+20 53 49.23,21.039,20.951,52
PSO J054451.300+210525.311,05 44 51.300,+21 05 25.25,18.021,17.495,32
PSO J054452.833+210541.683,05 44 52.848,+21 05 41.68,21.175,21.616,52
PSO J054518.472+205319.524,05 45 18.474,+20 53 19.53,21.312,21.184,52
PSO J054538.907+205816.862,05 45 38.908,+20 58 16.83,16.255,16.258,60
PSO J054440.226+205932.293,05 44 40.230,+20 59 32.23,19.179,19.186,52
PSO J054440.343+210046.953,05 44 40.343,+21 00 46.89,22.680,21.960,32
PSO J054519.719+205324.928,05 45 19.716,+20 53 24.81,22.131,22.148,52
PSO J054440.294+205918.812,05 44 40.295,+20 59 18.74,15.200,15.210,60
PSO J054440.978+210138.276,05 44 40.978,+21 01 38.21,23.301,21.804,52
PSO J054525.905+210553.921,05 45 25.905,+21 05 53.87,17.297,17.297,60
PSO J054445.578+210400.817,05 44 45.580,+21 04 00.78,20.365,21.244,37
PSO J054458.363+210625.284,05 44 58.365,+21 06 25.26,19.227,19.159,60
PSO J054447.081+205531.945,05 44 47.081,+20 55 31.85,21.319,22.280,37
PSO J054450.283+210514.391,05 44 50.286,+21 05 14.38,21.596,21.999,37
PSO J054504.766+205308.194,05 45 04.768,+20 53 08.13,17.369,17.358,60
PSO J054515.655+210650.822,05 45 15.657,+21 06 50.85,22.246,21.618,52
PSO J054534.635+210356.927,05 45 34.636,+21 03 56.91,21.695,21.648,52
PSO J054441.524+210208.119,05 44 41.535,+21 02 08.05,21.977,22.003,52
PSO J054538.139+205738.886,05 45 38.140,+20 57 38.83,19.093,19.094,52
PSO J054528.036+210534.023,05 45 28.034,+21 05 33.99,19.971,19.967,52
PSO J054529.722+210514.789,05 45 29.723,+21 05 14.75,19.895,19.955,52
PSO J054444.829+205614.007,05 44 44.832,+20 56 13.92,19.089,19.052,52
PSO J054458.052+205335.897,05 44 58.041,+20 53 36.03,21.193,21.058,52
PSO J054454.735+205359.512,05 44 54.735,+20 53 59.51,20.156,20.533,33
PSO J054441.388+205757.175,05 44 41.389,+20 57 57.09,15.694,15.720,60
PSO J054535.478+210340.355,05 45 35.479,+21 03 40.35,20.983,21.687,37
PSO J054448.365+210450.096,05 44 48.368,+21 04 50.05,19.971,20.087,52
PSO J054519.415+205322.027,05 45 19.415,+20 53 21.90,21.443,21.535,52
PSO J054519.675+210637.030,05 45 19.675,+21 06 37.00,18.714,18.698,52
PSO J054444.179+210332.600,05 44 44.165,+21 03 32.45,21.147,21.166,52
PSO J054447.821+205518.188,05 44 47.822,+20 55 18.10,19.748,19.912,52
PSO J054537.627+205718.176,05 45 37.630,+20 57 18.01,17.733,17.802,60
PSO J054442.483+210246.116,05 44 42.485,+21 02 46.07,19.262,20.294,37
PSO J054447.367+205525.314,05 44 47.366,+20 55 25.22,21.249,22.270,37
PSO J054522.231+210623.145,05 45 22.235,+21 06 23.07,20.720,20.726,60
PSO J054530.565+205454.974,05 45 30.566,+20 54 54.89,21.424,21.667,52
PSO J054442.510+205712.970,05 44 42.512,+20 57 12.88,21.099,20.895,52
PSO J054506.388+210656.661,05 45 06.388,+21 06 56.66,17.452,17.310,96
PSO J054519.032+210640.367,05 45 19.032,+21 06 40.31,20.608,20.505,52
PSO J054444.807+210347.862,05 44 44.808,+21 03 47.81,21.666,21.675,52
PSO J054451.762+210533.492,05 44 51.786,+21 05 33.62,18.638,18.871,61
PSO J054454.951+205356.879,05 44 54.949,+20 53 56.80,14.015,14.144,28
PSO J054535.030+205608.824,05 45 35.031,+20 56 08.81,19.729,19.707,52
PSO J054448.833+205502.469,05 44 48.833,+20 55 02.42,20.757,21.451,53
PSO J054457.684+205337.117,05 44 57.681,+20 53 36.97,18.154,18.181,60
PSO J054509.555+205259.983,05 45 09.555,+20 52 59.88,21.270,22.114,52
PSO J054509.027+205259.975,05 45 09.026,+20 52 59.85,21.646,21.633,52
PSO J054446.607+210423.618,05 44 46.609,+21 04 23.59,21.717,22.209,32
PSO J054531.085+210459.464,05 45 31.086,+21 04 59.46,20.944,21.559,36
PSO J054451.847+205425.044,05 44 51.850,+20 54 24.99,19.376,19.351,52
PSO J054512.919+210658.573,05 45 12.922,+21 06 58.60,20.426,21.081,37
PSO J054515.843+205307.414,05 45 15.843,+20 53 07.41,20.218,20.688,33
PSO J054522.762+205339.319,05 45 22.763,+20 53 39.22,23.679,21.970,52
PSO J054539.712+210103.585,05 45 39.713,+21 01 03.53,16.133,16.141,52
PSO J054539.289+205825.733,05 45 39.291,+20 58 25.69,19.003,18.988,60
PSO J054446.196+205543.085,05 44 46.195,+20 55 42.98,20.321,21.092,52
PSO J054519.766+210638.201,05 45 19.768,+21 06 38.22,21.789,21.620,36
PSO J054540.072+210001.747,05 45 40.075,+21 00 01.69,22.857,22.203,52
PSO J054531.364+210456.582,05 45 31.365,+21 04 56.58,21.431,22.100,32
PSO J054535.021+210354.091,05 45 35.021,+21 03 54.04,18.370,18.367,60
PSO J054501.269+205316.932,05 45 01.269,+20 53 16.81,21.131,21.811,165
PSO J054509.471+205258.725,05 45 09.471,+20 52 58.60,21.625,21.696,36
PSO J054529.150+205434.934,05 45 29.149,+20 54 34.84,21.785,21.801,52
PSO J054502.408+205312.226,05 45 02.407,+20 53 12.11,21.848,21.521,52
PSO J054539.111+210148.048,05 45 39.105,+21 01 47.98,18.028,18.191,53
PSO J054505.916+210657.812,05 45 05.910,+21 06 57.72,17.048,17.127,60
PSO J054530.556+210508.179,05 45 30.557,+21 05 08.18,15.138,14.683,160
PSO J054540.103+210010.525,05 45 40.103,+21 00 10.49,21.568,21.739,52
PSO J054504.034+210653.379,05 45 04.036,+21 06 53.35,21.226,21.695,52
PSO J054521.931+205332.769,05 45 21.933,+20 53 32.74,19.567,19.489,52
PSO J054440.042+205916.030,05 44 40.044,+20 59 15.98,16.289,16.301,60
PSO J054539.716+205851.226,05 45 39.717,+20 58 51.17,21.559,21.719,52
PSO J054443.880+210330.352,05 44 43.882,+21 03 30.31,19.600,20.580,36
PSO J054502.644+205311.032,05 45 02.644,+20 53 10.89,24.415,22.360,52
PSO J054445.194+210359.742,05 44 45.196,+21 03 59.71,21.351,22.180,36
PSO J054506.613+210659.281,05 45 06.616,+21 06 59.32,16.298,16.624,53
PSO J054537.793+205716.514,05 45 37.794,+20 57 16.51,23.193,21.929,32
PSO J054513.782+205301.167,05 45 13.784,+20 53 01.12,18.675,18.667,60
PSO J054456.268+210615.997,05 44 56.268,+21 06 15.96,20.674,20.556,52
PSO J054440.759+205817.053,05 44 40.760,+20 58 17.00,17.919,17.915,60
PSO J054522.535+210624.115,05 45 22.536,+21 06 24.07,18.196,18.184,60
PSO J054539.833+205858.269,05 45 39.834,+20 58 58.21,20.468,21.502,53
PSO J054538.396+210222.557,05 45 38.398,+21 02 22.49,19.618,19.623,52
PSO J054530.237+210513.397,05 45 30.238,+21 05 13.37,20.529,21.101,37
PSO J054455.135+205352.037,05 44 55.134,+20 53 51.93,20.969,21.610,37
PSO J054504.998+210657.055,05 45 05.001,+21 06 57.08,18.666,19.461,36
PSO J054444.585+205611.817,05 44 44.584,+20 56 11.71,21.825,21.073,36
PSO J054512.714+210701.265,05 45 12.716,+21 07 01.23,13.697,13.705,60
PSO J054443.708+205631.875,05 44 43.711,+20 56 31.79,18.907,18.889,60
PSO J054539.832+205853.743,05 45 39.833,+20 58 53.69,20.660,21.531,36
PSO J054538.829+210206.800,05 45 38.829,+21 02 06.77,22.741,22.298,52
PSO J054521.580+205329.333,05 45 21.580,+20 53 29.22,20.471,20.823,37
PSO J054536.776+205644.002,05 45 36.777,+20 56 43.93,20.777,21.609,37
PSO J054439.799+210018.392,05 44 39.800,+21 00 18.31,20.301,21.344,53
PSO J054458.602+205328.067,05 44 58.604,+20 53 27.95,20.692,20.768,52
PSO J054512.830+210701.475,05 45 12.833,+21 07 01.50,17.881,17.691,36
PSO J054449.915+210516.600,05 44 49.916,+21 05 16.56,19.305,20.641,36
PSO J054534.484+205551.601,05 45 34.484,+20 55 51.60,20.748,20.778,52
PSO J054534.735+210403.769,05 45 34.736,+21 04 03.77,20.784,21.606,52
PSO J054448.954+210504.268,05 44 48.957,+21 05 04.26,21.178,21.712,53
PSO J054527.404+205413.624,05 45 27.403,+20 54 13.61,22.249,21.736,52
PSO J054520.725+210636.074,05 45 20.727,+21 06 36.09,21.518,22.025,36
PSO J054506.972+210701.669,05 45 06.972,+21 07 01.67,20.842,21.530,33
PSO J054459.827+210639.203,05 44 59.829,+21 06 39.18,19.546,19.460,52
PSO J054444.007+205622.331,05 44 44.010,+20 56 22.52,19.033,19.405,53
PSO J054509.068+210703.888,05 45 09.069,+21 07 03.86,22.558,21.734,52
PSO J054537.392+205659.411,05 45 37.392,+20 56 59.35,22.212,21.627,52
PSO J054515.974+205304.286,05 45 15.977,+20 53 04.24,14.427,14.441,60
PSO J054445.558+210410.462,05 44 45.556,+21 04 10.50,22.479,21.904,52
PSO J054508.872+205256.315,05 45 08.879,+20 52 56.15,20.177,20.115,60
PSO J054455.886+205344.766,05 44 55.889,+20 53 44.70,16.752,16.756,60
PSO J054444.858+210356.796,05 44 44.859,+21 03 56.76,21.184,22.304,37
PSO J054532.618+205517.930,05 45 32.618,+20 55 17.92,19.186,19.175,52
PSO J054527.089+205409.835,05 45 27.091,+20 54 09.81,20.524,20.405,52
PSO J054533.435+210428.971,05 45 33.435,+21 04 28.95,21.017,21.154,52
PSO J054449.826+205443.450,05 44 49.827,+20 54 43.36,21.140,21.611,52
PSO J054528.687+205425.982,05 45 28.689,+20 54 25.95,18.540,18.524,60
PSO J054454.266+205357.272,05 44 54.265,+20 53 57.16,22.216,22.031,52
PSO J054444.016+205621.196,05 44 44.017,+20 56 21.20,20.759,21.217,33
PSO J054509.954+210704.769,05 45 09.956,+21 07 04.80,22.763,22.012,52
PSO J054512.369+210703.579,05 45 12.372,+21 07 03.61,21.057,21.742,37
PSO J054443.363+205636.609,05 44 43.366,+20 56 36.54,19.975,19.895,52
PSO J054509.513+210704.935,05 45 09.515,+21 07 04.97,21.294,22.171,37
PSO J054506.081+210701.481,05 45 06.082,+21 07 01.48,20.183,20.698,33
PSO J054450.267+205437.073,05 44 50.269,+20 54 37.01,21.262,21.137,52
PSO J054442.471+210259.824,05 44 42.474,+21 02 59.77,21.716,22.076,52
PSO J054502.780+205306.966,05 45 02.782,+20 53 06.93,20.585,20.493,52
PSO J054540.362+205950.731,05 45 40.363,+20 59 50.69,18.147,18.142,60
PSO J054538.866+205747.709,05 45 38.866,+20 57 47.67,17.319,17.323,60
PSO J054523.236+210622.982,05 45 23.237,+21 06 22.93,21.065,20.915,52
PSO J054450.636+210527.893,05 44 50.639,+21 05 27.89,22.192,22.040,52
PSO J054527.957+205417.039,05 45 27.959,+20 54 16.93,22.996,22.162,52
PSO J054538.944+205750.949,05 45 38.945,+20 57 50.89,20.305,20.257,52
PSO J054455.873+205343.330,05 44 55.874,+20 53 43.33,21.172,20.436,32
PSO J054520.707+210638.299,05 45 20.709,+21 06 38.32,20.871,21.404,36
PSO J054440.163+205838.957,05 44 40.165,+20 58 38.89,18.329,18.323,60
PSO J054441.473+210227.275,05 44 41.473,+21 02 27.25,21.307,21.096,52
PSO J054531.629+205501.028,05 45 31.630,+20 55 00.92,21.506,22.178,53
PSO J054440.516+210144.194,05 44 40.516,+21 01 44.16,21.594,21.671,52
PSO J054528.698+210535.887,05 45 28.698,+21 05 35.85,19.791,19.752,52
PSO J054440.759+205803.355,05 44 40.759,+20 58 03.26,21.903,21.229,52
PSO J054537.777+205706.277,05 45 37.779,+20 57 06.26,21.094,21.116,52
PSO J054447.326+205515.781,05 44 47.325,+20 55 15.68,21.072,22.194,37
PSO J054440.026+210114.645,05 44 40.027,+21 01 14.58,22.034,21.937,52
PSO J054450.904+210532.440,05 44 50.906,+21 05 32.43,21.112,21.920,36
PSO J054539.880+210122.802,05 45 39.896,+21 01 22.79,21.176,21.999,37
PSO J054439.707+210047.481,05 44 39.709,+21 00 47.43,18.162,18.128,60
PSO J054510.510+210706.831,05 45 10.512,+21 07 06.79,19.611,19.541,52
PSO J054443.178+210323.006,05 44 43.179,+21 03 22.96,20.114,20.127,60
PSO J054440.385+205818.901,05 44 40.385,+20 58 18.80,21.435,21.740,52
PSO J054449.329+210513.935,05 44 49.332,+21 05 13.94,20.152,21.344,52
PSO J054441.489+210231.548,05 44 41.491,+21 02 31.49,22.130,22.201,36
PSO J054454.730+210609.655,05 44 54.732,+21 06 09.64,19.569,19.516,52
PSO J054518.056+205308.187,05 45 18.058,+20 53 08.17,20.540,20.508,52
PSO J054456.781+205335.319,05 44 56.780,+20 53 35.21,21.488,21.562,52
PSO J054526.807+205403.641,05 45 26.809,+20 54 03.54,21.808,21.717,52
PSO J054506.922+205255.055,05 45 06.922,+20 52 54.92,21.856,22.157,52
PSO J054440.753+205758.219,05 44 40.755,+20 57 58.14,18.756,18.715,60
PSO J054444.409+210353.009,05 44 44.411,+21 03 52.97,21.244,21.474,52
PSO J054439.614+210041.177,05 44 39.615,+21 00 41.18,20.655,20.756,32
PSO J054510.244+205252.656,05 45 10.244,+20 52 52.53,21.850,22.220,52
PSO J054500.485+205313.803,05 45 00.489,+20 53 13.77,23.153,22.511,52
PSO J054539.631+210143.362,05 45 39.632,+21 01 43.36,13.601,13.820,32
PSO J054502.071+205307.143,05 45 02.073,+20 53 07.07,17.646,17.640,60
PSO J054515.196+205258.706,05 45 15.198,+20 52 58.59,21.830,21.659,52
PSO J054539.619+210144.608,05 45 39.620,+21 01 44.57,16.897,15.804,32
PSO J054509.789+210707.797,05 45 09.792,+21 07 07.82,22.696,21.959,36
PSO J054530.655+210515.315,05 45 30.656,+21 05 15.34,19.999,20.502,52
PSO J054526.106+205356.511,05 45 26.100,+20 53 56.38,18.817,19.937,37
PSO J054523.480+210624.085,05 45 23.481,+21 06 24.10,21.951,22.362,52
PSO J054439.473+210021.381,05 44 39.473,+21 00 21.31,21.450,21.326,52
PSO J054537.661+210302.363,05 45 37.654,+21 03 02.45,20.076,20.720,52
PSO J054534.382+205541.990,05 45 34.384,+20 55 41.96,19.290,19.280,52
PSO J054508.848+205252.294,05 45 08.853,+20 52 52.16,16.976,16.975,60
PSO J054458.837+205321.495,05 44 58.836,+20 53 21.36,20.185,20.873,36
PSO J054456.788+210626.322,05 44 56.800,+21 06 26.33,22.261,22.141,52
PSO J054452.961+205404.167,05 44 52.964,+20 54 04.11,19.395,19.343,52
PSO J054439.449+205932.316,05 44 39.449,+20 59 32.25,20.266,20.255,52
PSO J054539.174+205749.536,05 45 39.174,+20 57 49.48,20.669,20.728,52
PSO J054538.883+205737.639,05 45 38.896,+20 57 37.54,19.962,20.034,52
PSO J054447.471+210451.001,05 44 47.473,+21 04 50.97,15.982,15.999,60
PSO J054540.555+210033.057,05 45 40.555,+21 00 33.00,14.122,14.145,60
PSO J054540.633+210013.121,05 45 40.634,+21 00 13.08,22.666,21.833,52
PSO J054439.583+205907.165,05 44 39.583,+20 59 07.00,21.406,22.050,52
PSO J054452.047+210548.048,05 44 52.050,+21 05 48.06,20.931,21.340,37
PSO J054539.722+210145.414,05 45 39.722,+21 01 45.41,13.514,11.393,160
PSO J054441.554+210240.588,05 44 41.554,+21 02 40.54,22.240,21.816,52
PSO J054535.804+210352.197,05 45 35.805,+21 03 52.14,18.731,18.715,60
PSO J054509.346+205250.396,05 45 09.346,+20 52 50.27,22.501,21.673,36
PSO J054446.451+205524.407,05 44 46.450,+20 55 24.31,21.152,22.249,37
PSO J054448.388+210505.470,05 44 48.388,+21 05 05.45,19.427,19.367,52
PSO J054529.887+205432.483,05 45 29.886,+20 54 32.51,21.493,21.524,52
PSO J054537.219+205641.106,05 45 37.219,+20 56 41.08,19.422,19.437,52
PSO J054540.707+210004.128,05 45 40.709,+21 00 04.11,21.160,21.127,52
PSO J054522.714+205328.624,05 45 22.715,+20 53 28.56,21.536,22.152,52
PSO J054509.476+210710.018,05 45 09.477,+21 07 10.02,20.492,20.401,52
PSO J054540.165+205839.223,05 45 40.166,+20 58 39.19,16.035,16.036,60
PSO J054540.524+210048.169,05 45 40.527,+21 00 48.11,21.326,21.477,52
PSO J054444.767+205554.732,05 44 44.770,+20 55 54.66,17.232,17.220,60
PSO J054448.199+205457.060,05 44 48.198,+20 54 56.97,21.259,22.299,37
PSO J054510.693+210710.157,05 45 10.693,+21 07 10.13,17.252,17.243,60
PSO J054525.930+210608.044,05 45 25.929,+21 06 08.02,21.751,21.506,52
PSO J054449.558+205438.735,05 44 49.557,+20 54 38.63,21.990,22.376,52
PSO J054540.492+210054.545,05 45 40.493,+21 00 54.50,20.090,20.045,52
PSO J054442.694+210317.942,05 44 42.696,+21 03 17.90,18.145,18.150,60
PSO J054540.423+210101.870,05 45 40.426,+21 01 01.82,21.297,21.431,52
PSO J054451.450+210543.463,05 44 51.452,+21 05 43.43,20.014,20.033,52
PSO J054514.999+205255.253,05 45 15.001,+20 52 55.20,18.340,18.339,52
PSO J054442.940+210324.734,05 44 42.942,+21 03 24.72,19.410,19.449,52
PSO J054441.699+205711.401,05 44 41.701,+20 57 11.30,21.108,20.854,52
PSO J054450.335+210531.573,05 44 50.338,+21 05 31.57,21.003,21.759,37
PSO J054442.167+210304.130,05 44 42.169,+21 03 04.11,19.187,19.577,61
PSO J054505.358+205253.922,05 45 05.362,+20 52 53.90,20.629,20.582,52
PSO J054451.384+210543.341,05 44 51.385,+21 05 43.34,21.337,21.828,32
PSO J054524.538+210620.022,05 45 24.539,+21 06 19.99,20.408,20.261,52
PSO J054538.943+210227.155,05 45 38.944,+21 02 27.13,22.129,21.493,52
PSO J054443.738+205615.201,05 44 43.738,+20 56 15.10,21.957,22.390,52
PSO J054449.841+210526.109,05 44 49.844,+21 05 26.10,22.222,22.383,36
PSO J054440.101+210143.998,05 44 40.103,+21 01 43.95,18.323,18.246,60
PSO J054457.712+205324.530,05 44 57.710,+20 53 24.41,21.434,22.042,52
PSO J054532.112+210500.617,05 45 32.113,+21 05 00.62,21.753,21.673,36
PSO J054448.146+210504.416,05 44 48.149,+21 05 04.40,21.682,21.557,52
PSO J054449.197+205441.751,05 44 49.196,+20 54 41.64,21.025,21.479,164
PSO J054458.952+210642.992,05 44 58.954,+21 06 42.97,17.871,17.857,60
PSO J054439.169+205958.214,05 44 39.173,+20 59 58.16,18.652,18.661,172
PSO J054439.893+205826.311,05 44 39.895,+20 58 26.25,16.469,16.470,60
PSO J054502.669+210659.666,05 45 02.671,+21 06 59.60,20.351,20.317,60
PSO J054507.314+210710.346,05 45 07.317,+21 07 10.38,21.236,22.174,52
PSO J054502.590+205300.540,05 45 02.591,+20 53 00.48,16.590,16.590,60
PSO J054540.411+205846.698,05 45 40.411,+20 58 46.66,15.850,15.851,60
PSO J054505.240+210707.185,05 45 05.244,+21 07 07.22,22.666,21.918,52
PSO J054459.056+205315.837,05 44 59.055,+20 53 15.71,21.919,22.151,52
PSO J054439.617+210117.598,05 44 39.618,+21 01 17.55,18.058,18.064,60
PSO J054536.838+210334.227,05 45 36.838,+21 03 34.18,19.338,19.337,52
